0.0000000000e+00	1
1.0000000000e-01	3
2.0000000000e-01	4
3.0000000000e-01	4
4.0000000000e-01	5
5.0000000000e-01	5
6.0000000000e-01	5
7.0000000000e-01	5
8.0000000000e-01	6
9.0000000000e-01	6
1.0000000000e+00	6
1.1000000000e+00	6
1.2000000000e+00	7
1.3000000000e+00	7
1.4000000000e+00	7
1.5000000000e+00	7
1.6000000000e+00	7
1.7000000000e+00	8
1.8000000000e+00	8
1.9000000000e+00	8
2.0000000000e+00	8
2.1000000000e+00	8
2.2000000000e+00	9
2.3000000000e+00	9
2.4000000000e+00	9
2.5000000000e+00	9
2.6000000000e+00	10
2.7000000000e+00	10
2.8000000000e+00	10
2.9000000000e+00	10
3.0000000000e+00	11
3.1000000000e+00	11
3.2000000000e+00	11
3.3000000000e+00	11
3.4000000000e+00	11
3.5000000000e+00	11
3.6000000000e+00	11
3.7000000000e+00	11
3.8000000000e+00	12
3.9000000000e+00	12
4.0000000000e+00	12
4.1000000000e+00	12
4.2000000000e+00	12
4.3000000000e+00	12
4.4000000000e+00	12
4.5000000000e+00	13
4.6000000000e+00	13
4.7000000000e+00	13
4.8000000000e+00	13
4.9000000000e+00	13
5.0000000000e+00	13
5.1000000000e+00	14
5.2000000000e+00	14
5.3000000000e+00	14
5.4000000000e+00	14
5.5000000000e+00	14
5.6000000000e+00	14
5.7000000000e+00	15
5.8000000000e+00	15
5.9000000000e+00	15
6.0000000000e+00	15
6.1000000000e+00	16
6.2000000000e+00	16
6.3000000000e+00	17
6.4000000000e+00	16
6.5000000000e+00	16
6.6000000000e+00	16
6.7000000000e+00	16
6.8000000000e+00	16
6.9000000000e+00	16
7.0000000000e+00	17
7.1000000000e+00	17
7.2000000000e+00	17
7.3000000000e+00	17
7.4000000000e+00	17
7.5000000000e+00	17
7.6000000000e+00	17
7.7000000000e+00	17
7.8000000000e+00	18
7.9000000000e+00	18
8.0000000000e+00	18
8.1000000000e+00	18
8.2000000000e+00	18
8.3000000000e+00	18
8.4000000000e+00	19
8.5000000000e+00	19
8.6000000000e+00	19
8.7000000000e+00	19
8.8000000000e+00	19
8.9000000000e+00	19
9.0000000000e+00	20
9.1000000000e+00	20
9.2000000000e+00	20
9.3000000000e+00	21
9.4000000000e+00	21
9.5000000000e+00	21
9.6000000000e+00	21
9.7000000000e+00	21
9.8000000000e+00	21
9.9000000000e+00	21
1.0000000000e+01	21
1.0100000000e+01	21
1.0200000000e+01	21
1.0300000000e+01	21
1.0400000000e+01	22
1.0500000000e+01	22
